Address,Type,Datetime,Latitude,Longitude
Alaskan Way / Marion St,Rubbish Fire,2025 Oct 24 03:34:00 AM,47.603144,-122.337587
California Ave Sw / Sw Admiral Way,Rubbish Fire,2025 Oct 24 03:22:00 AM,47.581195,-122.386546
3161 Elliott Ave,Dumpster Fire,2025 Oct 24 02:08:00 AM,47.618091,-122.357758
ELLIOTT AVE / W DENNY WAY,Dumpster Fire,2025 Oct 24 02:08:00 AM,47.618618,-122.358478
2121 7th Ave,Auto Fire Alarm,2025 Oct 24 01:45:00 AM,47.615982,-122.339019
3621 33rd Ave S,Auto Fire Alarm,2025 Oct 24 01:39:00 AM,47.571408,-122.291001
4515 21st Ave Ne,Auto Fire Alarm,2025 Oct 23 11:33:00 PM,47.661385,-122.305472
Eb Sr520 At Mid Span,Car Fire Freeway,2025 Oct 23 11:25:00 PM,47.644945,-122.291116
7201 East Green Lake Dr N,Illegal Burn,2025 Oct 23 11:03:00 PM,47.680293,-122.325826
7351 EAST GREEN LAKE DR N,Brush Fire W/Exp.,2025 Oct 23 11:02:00 PM,47.681141,-122.326677
24th Ave S / S Hill St,Illegal Burn,2025 Oct 23 10:36:00 PM,47.584503,-122.301632
1212 E Hamlin St,Illegal Burn,2025 Oct 23 09:49:00 PM,47.645617,-122.31632
4622 35TH AVE SW,Brush Fire,2025 Oct 23 09:35:00 PM,47.561817,-122.376205
4th Ave S / S Royal Brougham Way,Illegal Burn,2025 Oct 23 09:06:00 PM,47.592394,-122.329049
1900 25th Ave S,Illegal Burn,2025 Oct 23 08:11:00 PM,47.586314,-122.300315
5253-5398 Green Lake Way N,Illegal Burn,2025 Oct 23 07:53:00 PM,47.667099,-122.340084
2210 Eastlake Ave E,Auto Fire Alarm,2025 Oct 23 07:33:00 PM,47.638383,-122.325895
2519 1st Ave,Auto Fire Alarm,2025 Oct 23 07:32:00 PM,47.614798,-122.348918
2101 S Jackson St,Auto Fire Alarm,2025 Oct 23 06:47:00 PM,47.599268,-122.304323
1702 Nw 56th St,Auto Fire Alarm,2025 Oct 23 06:35:00 PM,47.669446,-122.378895
2208 15th Ave W,Auto Fire Alarm,2025 Oct 23 02:36:00 PM,47.638695,-122.376149
4351 S Othello St,Illegal Burn,2025 Oct 23 02:27:00 PM,47.537055,-122.278683
1501 4th Ave,Auto Fire Alarm,2025 Oct 23 01:49:00 PM,47.610214,-122.336683
509 3rd Ave,Auto Fire Alarm,2025 Oct 23 01:46:00 PM,47.602114,-122.330809
2000 W Barrett St,FIREWATCH,2025 Oct 23 12:59:00 PM,47.646587,-122.381974
2400 S HILL ST,Dumpster Fire,2025 Oct 23 12:04:00 PM,47.584503,-122.301632
8500 20th Ave Ne,Auto Fire Alarm,2025 Oct 23 12:01:00 PM,47.690303,-122.306854
1000 8th Ave,Auto Fire Alarm,2025 Oct 23 11:56:00 AM,47.607945,-122.328471
11050 8th Ave Ne,Auto Fire Alarm,2025 Oct 23 11:36:00 AM,47.708936,-122.320569
3204 Sw Morgan St,Auto Fire Alarm,2025 Oct 23 11:34:00 AM,47.544669,-122.373777
2717 Dexter Ave N,Auto Fire Alarm,2025 Oct 23 11:25:00 AM,47.644374,-122.346913
Ne 106th St / 5th Ave Ne,Rubbish Fire,2025 Oct 23 11:20:00 AM,47.706291,-122.323209
2000 W Barrett St,Fire in Building,2025 Oct 23 11:12:00 AM,47.646587,-122.381974
1100 Fairview Ave N,Auto Fire Alarm,2025 Oct 23 10:36:00 AM,47.628713,-122.330907
2807 S Mcclellan St,Auto Fire Alarm,2025 Oct 23 10:23:00 AM,47.578347,-122.296116
2950 S Dakota St,Auto Fire Alarm,2025 Oct 23 09:22:00 AM,47.566289,-122.296571
12TH AVE / E ALDER ST,Illegal Burn,2025 Oct 23 09:16:00 AM,47.60419,-122.316781
2323 Eastlake Ave E,Auto Fire Alarm,2025 Oct 23 07:28:00 AM,47.63998,-122.325891
Nb I5 At Mercer,Car Fire Freeway,2025 Oct 23 07:27:00 AM,47.620184,-122.328213
2811 Mount Rainier Dr S,Auto Fire Alarm,2025 Oct 23 05:46:00 AM,47.578119,-122.287632
171 12th Ave,Auto Fire Alarm,2025 Oct 23 01:41:00 AM,47.603031,-122.316782
121 14TH AVE E,Rubbish Fire,2025 Oct 23 01:18:00 AM,47.619026,-122.314303
4th Ave S / Edgar Martinez Dr S,Illegal Burn,2025 Oct 23 01:09:00 AM,47.590311,-122.32905
9351 48th Ave S,Fire in Building,2025 Oct 23 01:00:00 AM,47.518698,-122.273204
8700 Aurora Ave N,Auto Fire Alarm,2025 Oct 23 12:05:00 AM,47.692012,-122.344539
319 Nw 85th St,Rubbish Fire,2025 Oct 22 10:42:00 PM,47.690626,-122.360809
1616 Ne 47th St,Auto Fire Alarm,2025 Oct 22 10:30:00 PM,47.663072,-122.310635
698 Seneca St,Illegal Burn,2025 Oct 22 10:16:00 PM,47.609015,-122.330631
4543 18th Ave Ne,Auto Fire Alarm,2025 Oct 22 09:35:00 PM,47.661639,-122.308377
525 14th Ave E,Auto Fire Alarm,2025 Oct 22 09:02:00 PM,47.623391,-122.314649
University Way Ne / Ne 42nd St,Illegal Burn,2025 Oct 22 08:19:00 PM,47.658315,-122.313207
5450 Leary Ave Nw,Auto Fire Alarm,2025 Oct 22 07:23:00 PM,47.667841,-122.383506
924 N 143rd St,Auto Fire Alarm,2025 Oct 22 07:15:00 PM,47.732314,-122.346635
1st Ave S / S Cloverdale St,Illegal Burn,2025 Oct 22 07:05:00 PM,47.526235,-122.334405
1202 Ne 98th St,Auto Fire Alarm,2025 Oct 22 06:35:00 PM,47.700361,-122.314918
3310 Ne 125th St,Auto Fire Alarm,2025 Oct 22 06:26:00 PM,47.719264,-122.292632
10510 Stone Ave N,Illegal Burn,2025 Oct 22 06:25:00 PM,47.705132,-122.342005
2132 2nd Ave,Rubbish Fire,2025 Oct 22 05:31:00 PM,47.612745,-122.343464
4040 26th Ave Sw,Rubbish Fire,2025 Oct 22 04:01:00 PM,47.567175,-122.365445
6940 62nd Ave Ne,Auto Fire Alarm,2025 Oct 22 03:25:00 PM,47.678821,-122.262227
12505 Greenwood Ave N,Auto Fire Alarm,2025 Oct 22 02:53:00 PM,47.719638,-122.355539
1301 1st Ave,Auto Fire Alarm,2025 Oct 22 02:24:00 PM,47.606835,-122.338197
2807 S Mcclellan St,Auto Fire Alarm,2025 Oct 22 01:42:00 PM,47.578347,-122.296116
12548 Lake City Way Ne,Auto Fire Alarm,2025 Oct 22 01:17:00 PM,47.719709,-122.294979
S Weller St / Canton Al S,Illegal Burn,2025 Oct 22 12:30:00 PM,47.597509,-122.323099
2020 S Jackson St,Auto Fire Alarm,2025 Oct 22 12:23:00 PM,47.599261,-122.305296
1700 21st Ave S,Auto Fire Alarm,2025 Oct 22 12:02:00 PM,47.588407,-122.305154
1911 22nd Ave S,Auto Fire Alarm,2025 Oct 22 11:58:00 AM,47.586234,-122.304237
1416 Boylston Ave,Auto Fire Alarm,2025 Oct 22 11:53:00 AM,47.613153,-122.323434
108 2nd Ave S,Auto Fire Alarm,2025 Oct 22 11:27:00 AM,47.601681,-122.331562
11th Ave / E Fir St,Dumpster Fire,2025 Oct 22 10:59:00 AM,47.602688,-122.318101
5250 40th Ave Ne,Brush Fire,2025 Oct 22 09:33:00 AM,47.667579,-122.284814
414 Ne Ravenna Blvd,Auto Fire Alarm,2025 Oct 22 09:01:00 AM,47.678831,-122.324639
10th Ave E / E Barbara Bailey Way,Rubbish Fire,2025 Oct 22 08:24:00 AM,47.618749,-122.319521
11550 Stone Ave N,Auto Fire Alarm,2025 Oct 22 08:15:00 AM,47.712848,-122.342133
1901 22ND AVE S,Fire in Building,2025 Oct 22 07:58:00 AM,47.586321,-122.304239
Rainier Ave S / S Thistle St,Illegal Burn,2025 Oct 22 06:23:00 AM,47.527916,-122.269985
1st Ave / Cherry St,Rubbish Fire,2025 Oct 22 04:53:00 AM,47.602555,-122.334281
8830 25th Ave Sw,Rubbish Fire,2025 Oct 22 04:08:00 AM,47.524407,-122.364528
8830 25TH AVE SW,Fire in Building,2025 Oct 22 04:00:00 AM,47.524407,-122.364528
306 Queen Anne Ave N,Auto Fire Alarm,2025 Oct 22 03:36:00 AM,47.621001,-122.356738
3818 S Graham St,Auto Fire Alarm,2025 Oct 22 02:18:00 AM,47.546039,-122.284583
8700 Aurora Ave N,Auto Fire Alarm,2025 Oct 22 02:00:00 AM,47.692012,-122.344539
1416 Boylston Ave,Auto Fire Alarm,2025 Oct 22 01:55:00 AM,47.613153,-122.323434
1911 22nd Ave S,Rubbish Fire,2025 Oct 22 01:53:00 AM,47.586234,-122.304237
1712 S Jackson St,Dumpster Fire,2025 Oct 22 01:41:00 AM,47.599233,-122.310112
1421 Harvard Ave,Dumpster Fire,2025 Oct 22 12:34:00 AM,47.613207,-122.322097
1400 Madison St,Illegal Burn,2025 Oct 21 11:45:00 PM,47.61073,-122.32181
2733 3rd Ave S,Rubbish Fire,2025 Oct 21 09:44:00 PM,47.579422,-122.329988
6940 Martin Luther King Jr Way S,Auto Fire Alarm,2025 Oct 21 09:26:00 PM,47.540314,-122.282691
810 Dexter Ave N,Auto Fire Alarm,2025 Oct 21 08:17:00 PM,47.626342,-122.342333
12th Ave S / S Charles St,Illegal Burn,2025 Oct 21 07:53:00 PM,47.593834,-122.317281
505 Ne 70th St,Auto Fire Alarm,2025 Oct 21 07:14:00 PM,47.679478,-122.322726
1705 Belmont Ave,Auto Fire Alarm,2025 Oct 21 07:04:00 PM,47.616405,-122.324488
3621 33rd Ave S,Auto Fire Alarm,2025 Oct 21 07:02:00 PM,47.571408,-122.291001
Rainier Ave S / S Hill St,Brush Fire,2025 Oct 21 06:04:00 PM,47.584542,-122.30291
10001 57th Ave S,Auto Fire Alarm,2025 Oct 21 05:57:00 PM,47.511868,-122.262064
2615 25th Ave S,Auto Fire Alarm,2025 Oct 21 05:56:00 PM,47.579528,-122.300279
2615 25th Ave S,Auto Fire Alarm,2025 Oct 21 04:40:00 PM,47.579528,-122.300279
2900 1st Ave,Auto Fire Alarm,2025 Oct 21 04:38:00 PM,47.616918,-122.352507
4233 7th Ave Ne,Auto Fire Alarm,2025 Oct 21 04:28:00 PM,47.658141,-122.320843
215 Boylston Ave E,Auto Fire Alarm,2025 Oct 21 03:52:00 PM,47.620039,-122.323075
12505 Greenwood Ave N,Auto Fire Alarm,2025 Oct 21 02:53:00 PM,47.719638,-122.355539
1814 Harvard Ave,Auto Fire Alarm,2025 Oct 21 02:46:00 PM,47.617718,-122.322171
23rd Ave W / Gilman Ave W,Car Fire,2025 Oct 21 01:41:00 PM,47.655493,-122.386
S Dawson St / Utah Ave S,Illegal Burn,2025 Oct 21 01:13:00 PM,47.555732,-122.33529
4601 Shilshole Ave Nw,Auto Fire Alarm,2025 Oct 21 12:41:00 PM,47.662207,-122.378302
1108 E Spruce St,Fire in Building,2025 Oct 21 12:31:00 PM,47.603517,-122.317995
1700 6th Ave S,Rubbish Fire,2025 Oct 21 12:22:00 PM,47.588226,-122.32597
602 E Howell St,Auto Fire Alarm,2025 Oct 21 11:57:00 AM,47.617746,-122.324483
400 Boren Ave N,Auto Fire Alarm,2025 Oct 21 11:39:00 AM,47.622031,-122.335847
1306 Western Ave,Auto Fire Alarm,2025 Oct 21 10:56:00 AM,47.606421,-122.339353
14TH AVE / E SPRUCE ST,Rubbish Fire,2025 Oct 21 10:37:00 AM,47.60351,-122.31419
171 12th Ave,Illegal Burn,2025 Oct 21 08:35:00 AM,47.603031,-122.316782
551 Elliott Ave W,Auto Fire Alarm,2025 Oct 21 07:58:00 AM,47.624155,-122.365135
Ne 95th St / Lake City Way Ne,Illegal Burn,2025 Oct 21 07:41:00 AM,47.697569,-122.305467
7TH AVE / CHERRY ST,Illegal Burn,2025 Oct 21 06:33:00 AM,47.60534,-122.327624
8124 Rainier Ave S,Illegal Burn,2025 Oct 21 06:18:00 AM,47.53025,-122.269989
E Spruce St / 11th Ave,Car Fire,2025 Oct 21 06:13:00 AM,47.603517,-122.318103
2213 4TH AVE S,Dumpster Fire,2025 Oct 21 06:04:00 AM,47.583839,-122.329054
229 1st Ave N,Rubbish Fire,2025 Oct 21 04:38:00 AM,47.620102,-122.35544
510 Minor Ave N,Auto Fire Alarm,2025 Oct 21 04:34:00 AM,47.623222,-122.333001
31st Ave S / S Mcclellan St,Car Fire,2025 Oct 21 04:05:00 AM,47.578346,-122.292997
E Madison St / Mcgilvra Blvd E,Illegal Burn,2025 Oct 21 03:59:00 AM,47.633372,-122.281578
924 N 143rd St,Auto Fire Alarm,2025 Oct 21 12:50:00 AM,47.732314,-122.346635
3rd Ave S / S Holgate St,Brush Fire,2025 Oct 21 12:44:00 AM,47.58617,-122.329979
8610 Aurora Ave N,Illegal Burn,2025 Oct 21 12:28:00 AM,47.691354,-122.344532
Rainier Ave S / S Byron St,Rubbish Fire,2025 Oct 20 11:52:00 PM,47.573943,-122.294787
12th Ave S / S Weller St,Rubbish Fire,2025 Oct 20 09:37:00 PM,47.5975,-122.317227
526 24TH AVE S,Illegal Burn,2025 Oct 20 09:08:00 PM,47.597633,-122.301161
6955 Delridge Way Sw,Auto Fire Alarm,2025 Oct 20 08:45:00 PM,47.540392,-122.360774
650 S Main St,Illegal Burn,2025 Oct 20 07:36:00 PM,47.60003,-122.325052
1605 Boylston Ave,Auto Fire Alarm,2025 Oct 20 07:32:00 PM,47.615277,-122.323416
7711 43rd Ave Ne,Auto Fire Alarm,2025 Oct 20 06:43:00 PM,47.68491,-122.282094
325 9th Ave,Auto Fire Alarm,2025 Oct 20 05:43:00 PM,47.603586,-122.322948
1820 Minor Ave,Auto Fire Alarm,2025 Oct 20 05:41:00 PM,47.616989,-122.330811
W Mercer Pl / Elliott Ave W,Illegal Burn,2025 Oct 20 05:26:00 PM,47.626585,-122.368357
Boren Ave S / S Main St,Illegal Burn,2025 Oct 20 04:44:00 PM,47.600008,-122.315908
9th Ave / James St,Illegal Burn,2025 Oct 20 04:07:00 PM,47.605555,-122.324749
3201 E Republican St,Auto Fire Alarm,2025 Oct 20 03:40:00 PM,47.623639,-122.291073
720 Seneca St,Illegal Burn,2025 Oct 20 03:04:00 PM,47.609088,-122.330457
415 10th Ave,Auto Fire Alarm,2025 Oct 20 02:44:00 PM,47.605346,-122.319413
501 Rainier Ave S,Auto Fire Alarm,2025 Oct 20 02:13:00 PM,47.598322,-122.3134
533 3rd Ave W,Auto Fire Alarm,2025 Oct 20 01:53:00 PM,47.623717,-122.360635
609 6th Ave,Auto Fire Alarm,2025 Oct 20 01:49:00 PM,47.604219,-122.328132
420 Boylston Ave E,Auto Fire Alarm,2025 Oct 20 01:49:00 PM,47.62222,-122.323073
3745 15th Ave Ne,Auto Fire Alarm,2025 Oct 20 12:51:00 PM,47.652238,-122.313301
13th Ave / E Pine St,Rubbish Fire,2025 Oct 20 12:41:00 PM,47.615273,-122.315549
2807 S Mcclellan St,Auto Fire Alarm,2025 Oct 20 12:15:00 PM,47.578347,-122.296116
8700 Seaview Ave Nw,Illegal Burn,2025 Oct 20 11:59:00 AM,47.693096,-122.403693
1410 Ne 66th St,Auto Fire Alarm,2025 Oct 20 10:56:00 AM,47.676516,-122.313014
1136 N 115th St,Auto Fire Alarm,2025 Oct 20 10:55:00 AM,47.712318,-122.344325
525 14th Ave E,Auto Fire Alarm,2025 Oct 20 10:37:00 AM,47.623391,-122.314649
Ne 127th St / 26th Ave Ne,Illegal Burn,2025 Oct 20 09:54:00 AM,47.721118,-122.300491
509 3rd Ave,Auto Fire Alarm,2025 Oct 20 08:50:00 AM,47.602114,-122.330809
2724 6th Ave S,Auto Fire Alarm,2025 Oct 20 08:32:00 AM,47.579559,-122.325977
RAINIER AVE S / S ROSE ST,Illegal Burn,2025 Oct 20 07:24:00 AM,47.52913,-122.269987
S Dearborn St / Maynard Ave S,Illegal Burn,2025 Oct 20 05:49:00 AM,47.595835,-122.325068
Boren Ave / James St,Rubbish Fire,2025 Oct 20 05:20:00 AM,47.606483,-122.32253
201 Yesler Way,Auto Fire Alarm,2025 Oct 20 05:05:00 AM,47.601719,-122.331966
8124 Rainier Ave S,Illegal Burn,2025 Oct 20 02:00:00 AM,47.53025,-122.269989
1050 James St,Dumpster Fire,2025 Oct 20 01:11:00 AM,47.606255,-122.323074
501 Rainier Ave S,Auto Fire Alarm,2025 Oct 19 11:46:00 PM,47.598322,-122.3134
600 9th Ave,Illegal Burn,2025 Oct 19 11:02:00 PM,47.605555,-122.324749
Palatine Ave N / N 130th St,Illegal Burn,2025 Oct 19 09:54:00 PM,47.723241,-122.356887
924 N 143rd St,Auto Fire Alarm,2025 Oct 19 09:49:00 PM,47.732314,-122.346635
515 Harvard Ave E,Rubbish Fire,2025 Oct 19 08:27:00 PM,47.623296,-122.322005
6955 Delridge Way Sw,Auto Fire Alarm,2025 Oct 19 07:50:00 PM,47.540392,-122.360774
415 10th Ave,Fire in Building,2025 Oct 19 07:17:00 PM,47.605346,-122.319413
4700 12th Ave Ne,Auto Fire Alarm,2025 Oct 19 07:07:00 PM,47.663106,-122.315263
10th Ave / E Pine St,Rubbish Fire,2025 Oct 19 06:58:00 PM,47.615245,-122.319465
2201 N 56TH ST,Rubbish Fire,2025 Oct 19 06:29:00 PM,47.66868,-122.332961
11th Ave / E Union St,Dumpster Fire,2025 Oct 19 04:55:00 PM,47.612931,-122.318122
26th Ave S / S Mcclellan St,Illegal Burn,2025 Oct 19 04:41:00 PM,47.57835,-122.299274
1524 Eastlake Ave E,Auto Fire Alarm,2025 Oct 19 03:34:00 PM,47.632668,-122.325944
4902 Rainier Ave S,Auto Fire Alarm,2025 Oct 19 01:46:00 PM,47.557833,-122.285034
303 10th Ave,Auto Fire Alarm,2025 Oct 19 11:08:00 AM,47.604377,-122.319411
1533 Western Ave,Auto Fire Alarm,2025 Oct 19 11:05:00 AM,47.608682,-122.341421
2728 61st Ave Sw,Fire in Building,2025 Oct 19 11:03:00 AM,47.578995,-122.410652
1511 E Pike St,Auto Fire Alarm,2025 Oct 19 10:17:00 AM,47.614113,-122.312626
1st Ave / Madison St,Rubbish Fire,2025 Oct 19 09:57:00 AM,47.604695,-122.336238
2209 1st Ave,Auto Fire Alarm,2025 Oct 19 09:57:00 AM,47.612669,-122.345319
2500 Ne 54th St,Auto Fire Alarm,2025 Oct 19 09:18:00 AM,47.667978,-122.300616
1700 Summit Ave,Illegal Burn,2025 Oct 19 09:11:00 AM,47.616342,-122.325543
1300 Hubbell Pl,Auto Fire Alarm,2025 Oct 19 08:43:00 AM,47.610249,-122.330769
700 Union St,Auto Fire Alarm,2025 Oct 19 08:35:00 AM,47.610614,-122.332447
33rd Ave W / W Commodore Way,Illegal Burn,2025 Oct 19 08:34:00 AM,47.66464,-122.399639
603 12TH AVE E,Dumpster Fire,2025 Oct 19 07:21:00 AM,47.624284,-122.316737
400 Broad St,Auto Fire Alarm,2025 Oct 19 06:58:00 AM,47.619744,-122.348859
6285 Airport Way S,FIREWATCH,2025 Oct 19 06:28:00 AM,47.546839,-122.313371
306 6th Ave S,Auto Fire Alarm,2025 Oct 19 04:58:00 AM,47.599981,-122.326357
5601 15th Ave Nw,Illegal Burn,2025 Oct 19 04:41:00 AM,47.669442,-122.376214
100 MELROSE AVE E,Auto Fire Alarm,2025 Oct 19 04:37:00 AM,47.618497,-122.327854
2025 1st Ave,Auto Fire Alarm,2025 Oct 19 04:06:00 AM,47.611256,-122.34293
701 Pike St,Auto Fire Alarm,2025 Oct 19 04:01:00 AM,47.611611,-122.333343
200 Cedar St,Brush Fire,2025 Oct 19 03:49:00 AM,47.616467,-122.349757
6285 Airport Way S,Fire in Building,2025 Oct 19 03:34:00 AM,47.546839,-122.313371
800 Jefferson St,Auto Fire Alarm,2025 Oct 19 02:13:00 AM,47.604315,-122.32531
2001 W Garfield St,Auto Fire Alarm,2025 Oct 19 12:59:00 AM,47.633255,-122.378853
719 2nd Ave,Auto Fire Alarm,2025 Oct 19 12:50:00 AM,47.60315,-122.333292
Columbia St / 1st Ave,Rubbish Fire,2025 Oct 19 12:45:00 AM,47.603269,-122.334935
924 N 143rd St,Auto Fire Alarm,2025 Oct 19 12:12:00 AM,47.732314,-122.346635
533 3rd Ave W,Auto Fire Alarm,2025 Oct 18 10:38:00 PM,47.623717,-122.360635
120 Harvard Ave E,Auto Fire Alarm,2025 Oct 18 10:06:00 PM,47.618959,-122.322191
1827 15th Ave W,Auto Fire Alarm,2025 Oct 18 09:05:00 PM,47.635236,-122.376135
5105 Ballard Ave Nw,Auto Fire Alarm,2025 Oct 18 08:45:00 PM,47.664561,-122.381022
401 Broadway E,Auto Fire Alarm,2025 Oct 18 08:28:00 PM,47.621988,-122.320906
600 N 130th St,Auto Fire Alarm,2025 Oct 18 08:27:00 PM,47.723223,-122.351624
1001 Westlake Ave N,Auto Fire Alarm,2025 Oct 18 07:45:00 PM,47.628387,-122.340531
8700 Aurora Ave N,Auto Fire Alarm,2025 Oct 18 07:34:00 PM,47.692012,-122.344539
1100 Boylston Ave,Auto Fire Alarm,2025 Oct 18 07:17:00 PM,47.611444,-122.322462
600 N 130th St,Auto Fire Alarm,2025 Oct 18 06:03:00 PM,47.723223,-122.351624
3268 Sw Avalon Way,Auto Fire Alarm,2025 Oct 18 05:31:00 PM,47.564209,-122.373131
1815 12th Ave,Auto Fire Alarm,2025 Oct 18 04:54:00 PM,47.617768,-122.316894
4745 9th Ave Ne,Illegal Burn,2025 Oct 18 04:42:00 PM,47.663521,-122.318394
1102 8th Ave,Auto Fire Alarm,2025 Oct 18 04:08:00 PM,47.608665,-122.329131
2225 4th Ave,Auto Fire Alarm,2025 Oct 18 03:24:00 PM,47.614788,-122.342952
Airport Way S / S Atlantic St,Brush Fire,2025 Oct 18 02:33:00 PM,47.58992,-122.322315
2815 Elliott Ave,Auto Fire Alarm,2025 Oct 18 01:34:00 PM,47.615105,-122.353405
9309 Aurora Ave N,Auto Fire Alarm,2025 Oct 18 01:31:00 PM,47.696419,-122.344592
1820 Minor Ave,Auto Fire Alarm,2025 Oct 18 01:05:00 PM,47.616989,-122.330811
305 Harrison St,Auto Fire Alarm,2025 Oct 18 12:51:00 PM,47.622089,-122.351371
1123 23rd Ave,Auto Fire Alarm,2025 Oct 18 12:43:00 PM,47.611424,-122.302746
Aurora Ave N / N 46th St,Illegal Burn,2025 Oct 18 12:25:00 PM,47.662115,-122.347213
1807 13th Ave S,Auto Fire Alarm,2025 Oct 18 10:56:00 AM,47.586714,-122.315981
Rainier Ave S / S Cloverdale St,Brush Fire,2025 Oct 18 10:42:00 AM,47.526171,-122.269983
5520 Ravenna Ave Ne,Illegal Burn,2025 Oct 18 10:35:00 AM,47.668836,-122.303914
3333 Rainier Ave S,Auto Fire Alarm,2025 Oct 18 09:59:00 AM,47.573598,-122.294524
8601 RAINIER AVE S,Illegal Burn,2025 Oct 18 09:56:00 AM,47.526164,-122.269983
2201 4th Ave S,Illegal Burn,2025 Oct 18 09:28:00 AM,47.583966,-122.329054
5520 Ravenna Ave Ne,Illegal Burn,2025 Oct 18 09:11:00 AM,47.668836,-122.303914
94 Bay St,Auto Fire Alarm,2025 Oct 18 08:59:00 AM,47.618347,-122.35529
8th Ave Nw / Nw Market St,Illegal Burn,2025 Oct 18 07:50:00 AM,47.668653,-122.366178
6th Ave S / S Holgate St,Illegal Burn,2025 Oct 18 07:11:00 AM,47.586175,-122.325975
13th Ave S / S Dearborn St,Rubbish Fire,2025 Oct 18 07:03:00 AM,47.59582,-122.315923
2707 Rainier Ave S,Fire in Building,2025 Oct 18 06:34:00 AM,47.579152,-122.298763
400 S JACKSON ST,Rubbish Fire,2025 Oct 18 05:53:00 AM,47.599197,-122.328968
3rd Ave S / S Main St,Rubbish Fire,2025 Oct 18 05:32:00 AM,47.599991,-122.330342
1603 N 46th St,Dumpster Fire,2025 Oct 18 03:42:00 AM,47.662126,-122.339106
418 10th Ave E,Illegal Burn,2025 Oct 18 03:37:00 AM,47.622181,-122.319921
Rainier Ave S / S Charles St,Illegal Burn,2025 Oct 18 03:03:00 AM,47.594072,-122.31015
924 N 143rd St,Auto Fire Alarm,2025 Oct 18 02:52:00 AM,47.732314,-122.346635
2340 Broadmoor Dr E,Auto Fire Alarm,2025 Oct 18 02:45:00 AM,47.639708,-122.291527
8610 Aurora Ave N,Auto Fire Alarm,2025 Oct 18 01:25:00 AM,47.691354,-122.344532
12020 Aurora Ave N,Illegal Burn,2025 Oct 18 12:32:00 AM,47.714777,-122.344853
2nd Ave Nw / Nw 62nd St,Rubbish Fire,2025 Oct 17 11:47:00 PM,47.674347,-122.359478
2807 S Mcclellan St,Auto Fire Alarm,2025 Oct 17 10:54:00 PM,47.578347,-122.296116
1925 1st Ave,Auto Fire Alarm,2025 Oct 17 10:06:00 PM,47.61048,-122.341617
2400 N 65th St,Auto Fire Alarm,2025 Oct 17 09:26:00 PM,47.67595,-122.329611
6600 Roosevelt Way Ne,Auto Fire Alarm,2025 Oct 17 08:53:00 PM,47.676554,-122.317373
668 S King St,Auto Fire Alarm,2025 Oct 17 08:23:00 PM,47.598351,-122.324328
4629 21st Ave Ne,Auto Fire Alarm,2025 Oct 17 07:33:00 PM,47.662432,-122.305466
1217 6th Ave,Auto Fire Alarm,2025 Oct 17 07:25:00 PM,47.608561,-122.3321
5200 Ballard Ave Nw,Dumpster Fire,2025 Oct 17 07:23:00 PM,47.665506,-122.382134
6955 Delridge Way Sw,Auto Fire Alarm,2025 Oct 17 07:04:00 PM,47.540392,-122.360774
Rainier Ave S / S Rose St,Illegal Burn,2025 Oct 17 07:03:00 PM,47.52913,-122.269987
1217 6th Ave,Auto Fire Alarm,2025 Oct 17 06:46:00 PM,47.608561,-122.3321
200 2nd Ave N,Auto Fire Alarm,2025 Oct 17 06:33:00 PM,47.619759,-122.35283
4th Ave S / S Washington St,Illegal Burn,2025 Oct 17 06:30:00 PM,47.600875,-122.328963
5520 Ravenna Ave Ne,Illegal Burn,2025 Oct 17 06:29:00 PM,47.668836,-122.303914
11th Ave / E Spruce St,Illegal Burn,2025 Oct 17 06:19:00 PM,47.603517,-122.318103
916 N 143rd St,Auto Fire Alarm,2025 Oct 17 06:13:00 PM,47.732314,-122.347028
401 Broadway E,Auto Fire Alarm,2025 Oct 17 05:52:00 PM,47.621988,-122.320906
200 2nd Ave N,Auto Fire Alarm,2025 Oct 17 05:50:00 PM,47.619759,-122.35283
1504 Aurora Ave N,Auto Fire Alarm,2025 Oct 17 05:42:00 PM,47.632345,-122.343398
307 3rd Ave S,Auto Fire Alarm,2025 Oct 17 05:09:00 PM,47.599934,-122.330337
1525 14th Ave,Auto Fire Alarm,2025 Oct 17 04:44:00 PM,47.614406,-122.314228
509 E REPUBLICAN ST,Rubbish Fire,2025 Oct 17 04:35:00 PM,47.623138,-122.325194
409 8th Ave S,Auto Fire Alarm,2025 Oct 17 03:52:00 PM,47.599109,-122.322445
BELMONT AVE E / E REPUBLICAN ST,Illegal Burn,2025 Oct 17 03:48:00 PM,47.623141,-122.324031
180 Denny Way,Rubbish Fire,2025 Oct 17 03:47:00 PM,47.618593,-122.353112
19th Ave / E Howell St,Illegal Burn,2025 Oct 17 03:34:00 PM,47.617605,-122.307398
223 Yesler Way,Auto Fire Alarm,2025 Oct 17 02:53:00 PM,47.601718,-122.331581
906 Alaskan Way,Auto Fire Alarm,2025 Oct 17 02:47:00 PM,47.603235,-122.337516
622 Broadway E,Auto Fire Alarm,2025 Oct 17 01:27:00 PM,47.624436,-122.32094
2200 Nw 58th St,Auto Fire Alarm,2025 Oct 17 01:07:00 PM,47.670912,-122.384743
622 Broadway E,Auto Fire Alarm,2025 Oct 17 12:35:00 PM,47.624436,-122.32094
