OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Year,Tract Median Apartment Contract Rent per Square Foot,Tract Median Apartment Contract Rent per Unit,Year over Year Change in Rent per Square Foot,Year over Year Change in Rent per Unit,Cost Category,Year over Year Change in Rent Category,Mixed-Rate or Mixed-Income Apartment in Tract,Level of Concern,PROPERTIES,Shape__Area,Shape__Length
171,53033007502,75.02,Census Tract 75.02,Capitol Hill,6.2,2001,2.21,1311,0.052380952,0.052166934,High,Stable,901,,57,3400503.555,7403.629293
172,53033007600,76,Census Tract 76,Miller Park,6.4,2001,2.09,1220,0.050251256,0.051724138,Medium,Stable,632,,44,6155389.389,9906.368336
173,53033010200,102,Census Tract 102,Seward Park,4.3,2001,1.11,775,0.047169811,0.05298913,Low,Stable,76,,4,30129079.21,33439.4694
174,53033010401,104.01,Census Tract 104.01,Beacon Hill,3.5,2001,0,0,0,0,,,0,,0,17543421.03,17342.9302
175,53033010402,104.02,Census Tract 104.02,Beacon Hill,3.5,2001,0,0,0,0,,,0,,0,18759692.89,18925.04301
176,53033010501,105.01,Census Tract 105.01,West Seattle Junction/Genesee Hill,1.3,2001,2,1402,0.052631579,0.051762941,High,Stable,280,,12,7986746.715,12490.0968
177,53033010102,101.02,Census Tract 101.02,Columbia City,4.2,2001,0,0,0,0,,,0,,0,17314610.04,22274.17077
178,53033009802,98.02,Census Tract 98.02,West Seattle Junction/Genesee Hill,1.3,2001,2.08,1230,0.055837563,0.052181352,Medium,Stable,189,,16,9927510.523,12982.75493
179,53033009000,90,Census Tract 90,Judkins Park,5.2,2001,1.93,1309,0.048913043,0.051405622,Medium,Stable,194,,14,9212173.197,14319.10299
180,53033026400,264,Census Tract 264,South Park,3.1,2001,0,0,0,0,,,0,,0,461382.0486,5763.407674
181,53033001201,12.01,Census Tract 12.01,Northgate/Maple Leaf,8.1,2002,1.47,1045,-0.026490066,-0.026095061,Low,Decline,1209,,21,10851861.64,15899.77334
182,53033000404,4.04,Census Tract 4.04,Broadview/Bitter Lake,9.1,2002,1.26,1021,-0.023255814,-0.021093001,Low,Decline,454,,7,6791652.724,12962.55841
183,53033004901,49.01,Census Tract 49.01,Fremont,11.1,2002,1.74,1035,-0.02247191,-0.02266289,Medium,Decline,977,,106,5350888.215,9379.655767
184,53033003601,36.01,Census Tract 36.01,Green Lake,9.4,2002,2.05,1174,-0.023809524,-0.023294509,Medium,Decline,418,,35,7255879.068,11894.28889
185,53033002800,28,Census Tract 28,Greenwood/Phinney Ridge,9.3,2002,1.55,975,-0.025157233,-0.023046092,Low,Decline,302,,32,10637151.82,13201.3113
186,53033003100,31,Census Tract 31,Sunset Hill/Loyal Heights,10.3,2002,1.3,893,-0.022556391,-0.026172301,Low,Decline,107,,14,23137464.05,24704.5678
187,53033006400,64,Census Tract 64,Miller Park,6.4,2002,1.73,1461,-0.028089888,-0.026648901,High,Decline,103,,5,9726351.904,13186.77018
188,53033004301,43.01,Census Tract 43.01,Ravenna/Bryant,7.3,2002,2.58,1661,-0.022727273,-0.023515579,High,Decline,69,,8,10539780.57,17192.70375
189,53033002500,25,Census Tract 25,Ravenna/Bryant,7.3,2002,0,0,0,0,,,0,,0,10594634.3,16442.96859
190,53033002200,22,Census Tract 22,Wedgwood/View Ridge,7.4,2002,1.91,1624,-0.020512821,-0.023451594,High,Decline,73,,5,30127208.02,28505.80679
191,53033004000,40,Census Tract 40,Laurelhurst/Sand Point,7.5,2002,1.27,861,-0.030534351,-0.0260181,Low,Decline,54,,2,26374983.68,27560.01384
192,53033005804,58.04,Census Tract 58.04,Interbay,12.2,2002,1.88,1251,-0.020833333,-0.021892103,Medium,Decline,572,,34,25124062.74,48668.27224
193,53033006800,68,Census Tract 68,Queen Anne,12.3,2002,2.47,1650,-0.023715415,-0.023090586,High,Decline,234,,23,7729250.272,11275.37735
194,53033008102,81.02,Census Tract 81.02,Downtown Commercial Core,13.2,2002,3.21,2817,-0.027272727,-0.024922118,High,Decline,173,,5,5987812.086,14339.99503
195,53033008101,81.01,Census Tract 81.01,Downtown Commercial Core,13.2,2002,1.6,1394,-0.053254438,-0.056833559,Medium,Decline,885,,5,2992165.479,11427.14676
196,53033007902,79.02,Census Tract 79.02,Central Area/Squire Park,5.3,2002,1.85,1262,-0.026315789,-0.023975251,Medium,Decline,176,,13,4641637.8,9715.120877
197,53033007302,73.02,Census Tract 73.02,Cascade/Eastlake,11.3,2002,2.61,2111,-0.018796992,-0.018596002,High,Decline,663,,4,3368769.265,7802.426354
198,53033007101,71.01,Census Tract 71.01,Queen Anne,12.3,2002,2.19,1455,-0.022321429,-0.024144869,High,Decline,388,,14,5328474.607,9004.947227
199,53033009300,93,Census Tract 93,Duwamish/SODO,3.3,2002,2.03,1457,-0.024038462,-0.02476573,High,Decline,261,,10,102171584.8,53946.37345
200,53033010502,105.02,Census Tract 105.02,West Seattle Junction/Genesee Hill,1.3,2002,1.68,1134,-0.023255814,-0.026609442,Medium,Decline,464,,23,10504351.34,14546.13624
201,53033010001,100.01,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.6,2002,1.83,1161,-0.021390374,-0.023549201,Medium,Decline,198,,16,25052474.61,25628.92453
202,53033009801,98.01,Census Tract 98.01,West Seattle Junction/Genesee Hill,1.3,2002,1.99,1338,-0.024509804,-0.024070022,High,Decline,219,,19,10814248.94,13291.54908
203,53033008900,89,Census Tract 89,Madrona/Leschi,5.1,2002,2.13,1470,-0.02293578,-0.023904382,High,Decline,234,,15,13690717.17,19328.7464
204,53033026300,263,Census Tract 263,Rainier Beach,4.1,2002,0,0,0,0,,,0,,0,30724.63332,954.0480244
205,53033012000,120,Census Tract 120,Arbor Heights,1.1,2002,0,0,0,0,,,0,,0,15560990.44,16787.97428
206,53033011101,111.01,Census Tract 111.01,Columbia City,4.2,2002,1.8,1188,-0.02173913,-0.023829088,Medium,Decline,170,,13,12236718.08,15552.07435
207,53033011001,110.01,Census Tract 110.01,South Beacon Hill/NewHolly,3.4,2002,0,0,0,0,,,0,,0,11629041.07,16287.35531
208,53033010800,108,Census Tract 108,Riverview,2.3,2002,0,0,0,0,,,0,,0,44087445.22,39019.3475
209,53033000800,8,Census Tract 8,Cedar Park/Meadowbrook,8.3,2002,0,0,0,0,,,0,,0,12290810.02,15312.08746
210,53033003400,34,Census Tract 34,Greenwood/Phinney Ridge,9.3,2002,1.11,686,-0.026315789,-0.025568182,Low,Decline,93,,9,8472471.715,12629.32293
211,53033005306,53.06,Census Tract 53.06,University District,7.2,2002,1.83,1014,-0.021390374,-0.023121387,Medium,Decline,435,,16,2157906.058,5954.872623
212,53033004302,43.02,Census Tract 43.02,Ravenna/Bryant,7.3,2002,2.16,1317,-0.027027027,-0.026607539,High,Decline,981,,60,3564115.67,7987.274419
213,53033002400,24,Census Tract 24,Wedgwood/View Ridge,7.4,2002,0,0,0,0,,,0,,0,10359919.78,13151.71252
214,53033004102,41.02,Census Tract 41.02,Laurelhurst/Sand Point,7.5,2002,1.56,1105,-0.012658228,-0.016903915,Medium,Decline,224,,7,17933927.27,23350.80029
215,53033005600,56,Census Tract 56,Magnolia,12.1,2002,0,0,0,0,,,0,,0,32045056.14,29943.50553
216,53033006703,67.03,Census Tract 67.03,Queen Anne,12.3,2002,1.28,1003,-0.022900763,-0.022417154,Low,Decline,614,,36,6427171.884,10846.49304
217,53033006100,61,Census Tract 61,Montlake/Portage Bay,7.1,2002,2.11,1226,-0.023148148,-0.024661893,High,Decline,990,,80,11959193.74,21477.26483
218,53033005700,57,Census Tract 57,Magnolia,12.1,2002,1.48,1113,-0.026315789,-0.025394046,Medium,Decline,352,,28,53305584.43,44506.56554
219,53033005901,59.01,Census Tract 59.01,Queen Anne,12.3,2002,1.58,1019,-0.05952381,-0.058225508,Low,Decline,389,,29,8449086.719,19075.29242
220,53033008401,84.01,Census Tract 84.01,Capitol Hill,6.2,2002,2.32,1484,-0.025210084,-0.024326101,High,Decline,783,,18,2700766.609,9275.818268
221,53033008300,83,Census Tract 83,First Hill,6.1,2002,1.87,1263,-0.020942408,-0.02244582,Medium,Decline,867,,12,2561276.498,8632.134894
222,53033007501,75.01,Census Tract 75.01,Capitol Hill,6.2,2002,2.02,1161,-0.019417476,-0.023549201,Medium,Decline,1454,,82,3210519.937,7219.623642
223,53033009702,97.02,Census Tract 97.02,West Seattle Junction/Genesee Hill,1.3,2002,1.66,1074,-0.029239766,-0.026291931,Medium,Decline,105,,7,23899907.43,28258.76257
224,53033008800,88,Census Tract 88,Central Area/Squire Park,5.3,2002,2.05,1298,-0.023809524,-0.023325809,High,Decline,230,,27,10210038.86,13202.52686
225,53033008500,85,Census Tract 85,First Hill,6.1,2002,2.3,1527,-0.021276596,-0.02178091,High,Decline,884,,18,4854121.319,9025.581615
226,53033026500,265,Census Tract 265,Highland Park,2.5,2002,0,0,0,0,,,0,,0,4617675.483,11234.96478
227,53033011601,116.01,Census Tract 116.01,Fauntleroy/Seaview,1.2,2002,1.02,713,-0.028571429,-0.024623803,Low,Decline,80,,6,16710842.89,20011.96599
228,53033011300,113,Census Tract 113,Highland Park,2.5,2002,0.99,807,-0.01,-0.004932182,Low,Decline,328,,16,37260682.97,27184.16139
229,53033011500,115,Census Tract 115,Roxhill/Westwood,2.4,2002,1.27,895,-0.023076923,-0.025054466,Low,Decline,250,,12,16558652.75,19887.30894
230,53033010601,106.01,Census Tract 106.01,Fauntleroy/Seaview,1.2,2002,1.67,1024,-0.023391813,-0.024761905,Medium,Decline,375,,24,11724162.32,14458.83704
231,53033001202,12.02,Census Tract 12.02,Northgate/Maple Leaf,8.1,2002,1.83,1349,-0.026595745,-0.023878437,High,Decline,422,,9,8841145.884,13324.99009
232,53033000102,1.02,Census Tract 1.02,Cedar Park/Meadowbrook,8.3,2002,1.55,1129,-0.03125,-0.030901288,Medium,Decline,558,,14,15446821.48,19552.36233
233,53033004701,47.01,Census Tract 47.01,Ballard,10.4,2002,1.95,1356,-0.025,-0.023054755,High,Decline,624,,48,6036028.326,13539.04763
234,53033004500,45,Census Tract 45,Wallingford,11.2,2002,0,0,0,0,,,0,,0,7222109.888,11018.30209
235,53033002900,29,Census Tract 29,Greenwood/Phinney Ridge,9.3,2002,1.51,1082,-0.025806452,-0.024346258,Medium,Decline,241,,23,10614791.11,13366.31967
236,53033004201,42.01,Census Tract 42.01,Ravenna/Bryant,7.3,2002,1.29,1156,-0.030075188,-0.026116259,Low,Decline,178,,10,13390664.27,18286.14392
237,53033007403,74.03,Census Tract 74.03,Capitol Hill,6.2,2002,1.96,1165,-0.024875622,-0.024288107,Medium,Decline,1007,,49,1276089.069,5227.495287
238,53033007002,70.02,Census Tract 70.02,Queen Anne,12.3,2002,1.9,1233,-0.025641026,-0.023752969,Medium,Decline,1561,,76,4746869.846,9490.799057
239,53033005803,58.03,Census Tract 58.03,Interbay,12.2,2002,1.36,983,-0.021582734,-0.017,Low,Decline,323,,29,8956173.425,17129.19881
240,53033005902,59.02,Census Tract 59.02,Queen Anne,12.3,2002,1.43,1100,-0.027210884,-0.025686448,Low,Decline,103,,10,11010649.89,15184.22057
241,53033004902,49.02,Census Tract 49.02,Fremont,11.1,2002,1.96,1145,-0.02,-0.023037543,Medium,Decline,733,,64,6448262.34,10801.73149
242,53033005801,58.01,Census Tract 58.01,Interbay,12.2,2002,1.42,1248,-0.040540541,-0.037779491,Medium,Decline,1036,,43,19618424.24,25500.01395
243,53033007406,74.06,Census Tract 74.06,Capitol Hill,6.2,2002,1.95,1019,-0.025,-0.022072937,Medium,Decline,1078,,41,1623443.827,6764.477241
244,53033007405,74.05,Census Tract 74.05,Capitol Hill,6.2,2002,1.95,1066,-0.025,-0.02559415,Medium,Decline,1203,,46,1418974.042,5012.79869
245,53033009701,97.01,Census Tract 97.01,Alki/Admiral,1.4,2002,1.44,1206,-0.027027027,-0.025060631,Medium,Decline,395,,35,19291172.12,29764.00034
246,53033009600,96,Census Tract 96,Alki/Admiral,1.4,2002,1.39,1125,-0.021126761,-0.0234375,Low,Decline,432,,32,19741501.65,20745.406
247,53033008700,87,Census Tract 87,Central Area/Squire Park,5.3,2002,1.82,1056,-0.021505376,-0.019498607,Medium,Decline,485,,39,7883013.17,11432.38421
248,53033011402,114.02,Census Tract 114.02,Roxhill/Westwood,2.4,2002,1.57,946,-0.02484472,-0.021716649,Low,Decline,405,,23,12779277.86,17351.05501
249,53033011200,112,Census Tract 112,South Park,3.1,2002,0.91,554,-0.010869565,-0.014234875,Low,Decline,175,,15,26463890.03,27002.33758
250,53033010900,109,Census Tract 109,Georgetown,3.2,2002,1.71,859,-0.017241379,-0.018285714,Low,Decline,137,,13,51677122.71,44978.75384
251,53033011002,110.02,Census Tract 110.02,South Beacon Hill/NewHolly,3.4,2002,0,0,0,0,,,0,,0,18508908.46,22511.12676
252,53033011102,111.02,Census Tract 111.02,Seward Park,4.3,2002,1.03,715,-0.028301887,-0.024556617,Low,Decline,450,,22,13970026.69,20411.17006
253,53033010702,107.02,Census Tract 107.02,High Point,2.2,2002,0,0,0,0,,,0,,0,8396926.793,14935.93024
254,53033001100,11,Census Tract 11,Olympic Hills/Victory Heights,8.2,2002,0.9,683,-0.02173913,-0.022889843,Low,Decline,188,,11,11416399.59,14159.12735
255,53033000700,7,Census Tract 7,Olympic Hills/Victory Heights,8.2,2002,1.32,940,-0.022222222,-0.023883697,Low,Decline,810,,54,13932242.39,16134.02991
256,53033000202,2.02,Census Tract 2.02,Olympic Hills/Victory Heights,8.2,2002,1.15,915,-0.025423729,-0.02866242,Low,Decline,187,,6,15930118.49,17285.82737
257,53033000101,1.01,Census Tract 1.01,Cedar Park/Meadowbrook,8.3,2002,1.21,864,-0.032,-0.029213483,Low,Decline,948,,33,4465058.881,8662.074215
258,53033003301,33.01,Census Tract 33.01,Whittier Heights,10.2,2002,1.82,1095,-0.021505376,-0.024064171,Medium,Decline,525,,58,7202858.493,11177.18133
259,53033003602,36.02,Census Tract 36.02,Green Lake,9.4,2002,2.06,1200,-0.023696682,-0.022801303,High,Decline,558,,42,5621886.085,11471.09438
260,53033001900,19,Census Tract 19,Northgate/Maple Leaf,8.1,2002,1.71,1265,-0.022857143,-0.021655066,Medium,Decline,129,,8,17945171.52,18948.48127
261,53033001702,17.02,Census Tract 17.02,Greenwood/Phinney Ridge,9.3,2002,0,0,0,0,,,0,,0,13779275.76,17476.40751
262,53033006500,65,Census Tract 65,North Capitol Hill,6.3,2002,1.84,1222,-0.026455026,-0.023181455,Medium,Decline,950,,74,12352257.76,17921.50133
263,53033006200,62,Census Tract 62,Montlake/Portage Bay,7.1,2002,0,0,0,0,,,0,,0,24610619.74,40010.59926
264,53033005305,53.05,Census Tract 53.05,University District,7.2,2002,2,964,-0.024390244,-0.025278059,Medium,Decline,1174,,46,2292236.616,6048.609222
265,53033002600,26,Census Tract 26,Ravenna/Bryant,7.3,2002,2.03,1260,-0.024038462,-0.024767802,High,Decline,191,,5,13398040.18,15933.9379
266,53033002000,20,Census Tract 20,Northgate/Maple Leaf,8.1,2002,1.35,1009,-0.02173913,-0.026061776,Low,Decline,206,,9,12183878.82,15509.54571
267,53033006300,63,Census Tract 63,Madison Park,6.5,2002,1.46,1113,-0.026666667,-0.026246719,Medium,Decline,578,,20,27750333.4,36285.84892
268,53033006600,66,Census Tract 66,Cascade/Eastlake,11.3,2002,1.78,1185,-0.027322404,-0.023887974,Medium,Decline,1162,,80,11110296.85,21995.1063
269,53033006900,69,Census Tract 69,Queen Anne,12.3,2002,1.55,1025,-0.025157233,-0.025665399,Low,Decline,468,,34,9742176.65,15666.54395
270,53033006000,60,Census Tract 60,Queen Anne,12.3,2002,1.86,1374,-0.02617801,-0.024840312,High,Decline,668,,55,14158764.71,19123.03263
271,53033005201,52.01,Census Tract 52.01,Wallingford,11.2,2002,2.23,1029,-0.026200873,-0.02464455,Medium,Decline,269,,19,7536632.481,14175.92406
272,53033005000,50,Census Tract 50,Wallingford,11.2,2002,1.95,1224,-0.025,-0.023923445,Medium,Decline,749,,60,8151942.295,11560.14801
273,53033008600,86,Census Tract 86,First Hill,6.1,2002,2.12,1156,-0.023041475,-0.021996616,High,Decline,1068,,46,7656616.626,11640.72061
274,53033008002,80.02,Census Tract 80.02,Belltown,13.1,2002,2.44,1745,-0.027888446,-0.024594746,High,Decline,1131,,14,2522029.808,7998.382466
275,53033007901,79.01,Census Tract 79.01,Central Area/Squire Park,5.3,2002,1.86,1191,-0.02617801,-0.025368249,Medium,Decline,709,,45,2876299.502,7879.404339
276,53033007202,72.02,Census Tract 72.02,Cascade/Eastlake,11.3,2002,2.41,1776,-0.020325203,-0.02310231,High,Decline,559,,10,3020075.663,7591.701883
277,53033007301,73.01,Census Tract 73.01,Cascade/Eastlake,11.3,2002,2.16,1519,-0.022624434,-0.02377892,High,Decline,274,,6,2699344.108,7422.610693
278,53033010302,103.02,Census Tract 103.02,Columbia City,4.2,2002,1.99,1393,-0.024509804,-0.023826209,High,Decline,259,,17,6804418.751,11267.2532
279,53033009100,91,Census Tract 91,Pioneer Square/International District,13.3,2002,2.08,1326,-0.028037383,-0.025,High,Decline,747,,13,4419685.266,10608.38541
280,53033009200,92,Census Tract 92,Pioneer Square/International District,13.3,2002,2.05,1219,-0.023809524,-0.020096463,High,Decline,321,,10,3456088.55,12687.12119
281,53033011700,117,Census Tract 117,South Beacon Hill/NewHolly,3.4,2002,0,0,0,0,,,0,,0,37826036.26,29439.62674
282,53033000500,5,Census Tract 5,Broadview/Bitter Lake,9.1,2002,0,0,0,0,,,0,,0,30294741.05,27094.56678
283,53033000601,6.01,Census Tract 6.01,Haller Lake,9.5,2002,1.21,851,-0.024193548,-0.025200458,Low,Decline,600,,16,15404952.58,20078.95648
284,53033003500,35,Census Tract 35,Greenwood/Phinney Ridge,9.3,2002,1.9,953,-0.025641026,-0.025562372,Medium,Decline,259,,21,13828061.67,16634.34896
285,53033001500,15,Census Tract 15,North Beach/Blue Ridge,10.1,2002,0.75,868,-0.025974026,-0.025813692,Low,Decline,59,,4,12300447.06,13960.37955
286,53033001400,14,Census Tract 14,North Beach/Blue Ridge,10.1,2002,1.25,1008,-0.0234375,-0.026086957,Low,Decline,433,,21,23073388.66,30536.33745
287,53033001300,13,Census Tract 13,Licton Springs,9.2,2002,1.33,832,-0.022058824,-0.022326675,Low,Decline,823,,67,12710036.99,14881.08705
288,53033003800,38,Census Tract 38,Ravenna/Bryant,7.3,2002,2.32,1189,-0.025210084,-0.025409836,High,Decline,159,,6,6722791.394,10392.53155
289,53033007001,70.01,Census Tract 70.01,Queen Anne,12.3,2002,1.76,1045,-0.022222222,-0.023364486,Medium,Decline,1374,,50,3856290.05,9530.302569
290,53033004800,48,Census Tract 48,Fremont,11.1,2002,1.93,1153,-0.020304569,-0.022052587,Medium,Decline,216,,25,13833886.82,18822.23657
291,53033005100,51,Census Tract 51,Wallingford,11.2,2002,2.58,1129,-0.026415094,-0.025884383,High,Decline,248,,22,9490350.153,13462.59155
292,53033008200,82,Census Tract 82,First Hill,6.1,2002,2.32,1764,-0.021097046,-0.025414365,High,Decline,810,,11,4044773.826,9102.140341
293,53033010101,101.01,Census Tract 101.01,Columbia City,4.2,2002,2.09,1121,-0.023364486,-0.025217391,Medium,Decline,177,,8,9381810.131,15311.65671
294,53033012100,121,Census Tract 121,Arbor Heights,1.1,2002,0,0,0,0,,,0,,0,18538900.93,25983.61624
295,53033011901,119.01,Census Tract 119.01,Rainier Beach,4.1,2002,0,0,0,0,,,0,,0,18097640.74,20485.64554
296,53033000602,6.02,Census Tract 6.02,Haller Lake,9.5,2002,1.08,928,-0.035714286,-0.036344756,Low,Decline,326,,8,25947507.86,23221.70475
297,53033000201,2.01,Census Tract 2.01,Olympic Hills/Victory Heights,8.2,2002,1.06,867,-0.018518519,-0.023648649,Low,Decline,836,,12,19446176.32,18651.57808
298,53033003302,33.02,Census Tract 33.02,Whittier Heights,10.2,2002,1.54,1011,-0.01910828,-0.020348837,Low,Decline,446,,51,6749336.486,10550.81793
299,53033005304,53.04,Census Tract 53.04,University District,7.2,2002,0,0,0,0,,,0,,0,786047.0981,4083.126066
300,53033004202,42.02,Census Tract 42.02,Ravenna/Bryant,7.3,2002,2.17,1502,-0.02690583,-0.024675325,High,Decline,54,,5,13141688.45,15651.66637
301,53033007404,74.04,Census Tract 74.04,Capitol Hill,6.2,2002,1.89,1108,-0.025773196,-0.025505717,Medium,Decline,1177,,61,1654579.828,5775.699987
302,53033006701,67.01,Census Tract 67.01,Queen Anne,12.3,2002,2.39,1773,-0.024489796,-0.026359143,High,Decline,360,,13,3639833.178,12143.77924
303,53033007800,78,Census Tract 78,Madrona/Leschi,5.1,2002,0,0,0,0,,,0,,0,22245158.16,28746.37352
304,53033007503,75.03,Census Tract 75.03,Capitol Hill,6.2,2002,2.34,1505,-0.025,-0.023361454,High,Decline,333,,14,2018614.368,6484.389482
305,53033007201,72.01,Census Tract 72.01,Cascade/Eastlake,11.3,2002,2.12,1418,-0.023041475,-0.023415978,High,Decline,1675,,12,1622558.9,5873.216511
306,53033007203,72.03,Census Tract 72.03,Cascade/Eastlake,11.3,2002,2.66,1893,-0.022058824,-0.023723569,High,Decline,162,,7,6238804.943,12493.9648
307,53033010301,103.01,Census Tract 103.01,Columbia City,4.2,2002,1.23,1079,-0.031496063,-0.026173285,Low,Decline,52,,4,10792262.46,16924.36851
308,53033009900,99,Census Tract 99,North Delridge,2.1,2002,1.73,1008,-0.033519553,-0.033557047,Medium,Decline,464,,16,70254374.71,64633.66158
309,53033009500,95,Census Tract 95,Mt. Baker/North Rainier,4.4,2002,2.02,952,-0.024154589,-0.025588536,Medium,Decline,140,,12,27424305.67,29618.2113
310,53033009400,94,Census Tract 94,North Beacon Hill/Jefferson Park,3.6,2002,2.21,1263,-0.022123894,-0.023956723,High,Decline,509,,52,18150625.68,18874.58318
311,53033011801,118.01,Census Tract 118.01,Rainier Beach,4.1,2002,1.16,820,-0.025210084,-0.026128266,Low,Decline,269,,13,12671173.51,15849.81354
312,53033011602,116.02,Census Tract 116.02,Fauntleroy/Seaview,1.2,2002,1.18,824,-0.024793388,-0.022538553,Low,Decline,113,,13,16924173.23,24704.04057
313,53033011401,114.01,Census Tract 114.01,Roxhill/Westwood,2.4,2002,1.17,1022,-0.025,-0.029439696,Low,Decline,565,,6,13273369.14,17478.05916
314,53033010701,107.01,Census Tract 107.01,High Point,2.2,2002,0.95,805,-0.04040404,-0.040524434,Low,Decline,199,,4,15726285.72,21302.36518
315,53033010602,106.02,Census Tract 106.02,Fauntleroy/Seaview,1.2,2002,1.3,866,-0.029850746,-0.026966292,Low,Decline,317,,20,15462014.06,23774.94714
316,53033000900,9,Census Tract 9,Cedar Park/Meadowbrook,8.3,2002,0,0,0,0,,,0,,0,10031158.89,20828.1662
317,53033000402,4.02,Census Tract 4.02,Broadview/Bitter Lake,9.1,2002,1.27,855,-0.023076923,-0.023972603,Low,Decline,485,,28,19362220.52,21397.1753
318,53033000300,3,Census Tract 3,Haller Lake,9.5,2002,1.03,778,-0.019047619,-0.026282854,Low,Decline,83,,7,13033864.6,17298.02954
319,53033003202,32.02,Census Tract 32.02,Sunset Hill/Loyal Heights,10.3,2002,1.75,1191,-0.027777778,-0.024570025,Medium,Decline,345,,34,10289818.46,12945.39486
320,53033003000,30,Census Tract 30,Whittier Heights,10.2,2002,1.78,1112,-0.021978022,-0.023705004,Medium,Decline,170,,22,16072222.01,16061.94762
321,53033001701,17.01,Census Tract 17.01,Greenwood/Phinney Ridge,9.3,2002,2.11,1327,-0.02764977,-0.026412326,High,Decline,509,,27,9609026.085,17164.45478
322,53033001600,16,Census Tract 16,North Beach/Blue Ridge,10.1,2002,2.24,1343,-0.026086957,-0.025399129,High,Decline,143,,11,20575392.71,23147.64598
323,53033002100,21,Census Tract 21,Wedgwood/View Ridge,7.4,2002,2.45,964,-0.023904382,-0.024291498,High,Decline,188,,16,14696796.74,16139.92186
